"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF","GE.RUNOFF..","COMBINED.GE.PARTY.TOTALS..CT..NY.","COMBINED....CT..NY.","FOOTNOTES","year"
"3219",3220,"Texas","TX","02","H8TX02042","","Craig","Wolfe","Wolfe, Craig","","LBT","C","","","","21,813","11.08%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3221",3222,"Texas","TX","03","H2TX03118","(I)","Sam","Johnson","Johnson, Sam","","R","36,050","86.93%","","","170,742","59.75%","","","","","","2008"
"3222",3223,"Texas","TX","03","H8TX03065","","Harry","Pierce","Pierce, Harry","","R","3,466","8.36%","","","","","","","","","","2008"
"3223",3224,"Texas","TX","03","H8TX03040","","Wayne","Avellanet","Avellanet, Wayne","","R","1,952","4.71%","","","","","","","","","","2008"
"3225",3226,"Texas","TX","03","H8TX03032","","Tom","Daley","Daley, Tom","","D","33,592","71.63%","","","108,693","38.03%","","","","","","2008"
"3226",3227,"Texas","TX","03","H8TX03057","","Ronald E. (Ron)","Minkow","Minkow, Ronald E. (Ron)","","D","13,305","28.37%","","","","","","","","","","2008"
"3228",3229,"Texas","TX","03","H2TX27117","","Christopher J.","Claytor","Claytor, Christopher J.","","LBT","C","","","","6,348","2.22%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3230",3231,"Texas","TX","04","H0TX04037","(I)","Ralph M.","Hall","Hall, Ralph M.","","R","41,764","73.39%","","","206,906","68.80%","","","","","","2008"
"3231",3232,"Texas","TX","04","H8TX04105","","Kathy","Seei","Seei, Kathy","","R","5,835","10.25%","","","","","","","","","","2008"
"3232",3233,"Texas","TX","04","H4TX04062","","Gene","Christensen","Christensen, Gene","","R","5,492","9.65%","","","","","","","","","","2008"
"3233",3234,"Texas","TX","04","H8TX04113","","Kevin","George","George, Kevin","","R","2,965","5.21%","","","","","","","","","","2008"
"3234",3235,"Texas","TX","04","H8TX04121","","Joshua","Kowert","Kowert, Joshua","","R","852","1.50%","","","","","","","","","","2008"
"3236",3237,"Texas","TX","04","H6TX04083","","Glenn","Melancon","Melancon, Glenn","","D","37,416","57.40%","","","88,067","29.28%","","","","","","2008"
"3237",3238,"Texas","TX","04","H8TX04139","","VaLinda","Hathcox","Hathcox, VaLinda","","D","27,766","42.60%","","","","","","","","","","2008"
"3239",3240,"Texas","TX","04","H8TX04147","","Fred","Annett","Annett, Fred","","LBT","C","","","","5,771","1.92%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3241",3242,"Texas","TX","05","H2TX05121","(I)","Jeb","Hensarling","Hensarling, Jeb","","R","45,803","100.00%","","","162,894","83.59%","","","","","","2008"
"3243",3244,"Texas","TX","05","H8TX05052","","Ken","Ashby","Ashby, Ken","","LBT","C","","","","31,967","16.41%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3245",3246,"Texas","TX","06","H4TX06117","(I)","Joe","Barton","Barton, Joe","","R","42,054","100.00%","","","174,008","62.02%","","","","","","2008"
"3247",3248,"Texas","TX","06","H8TX06142","","Ludwig","Otto","Otto, Ludwig","","D","33,021","50.82%","","","99,919","35.61%","","","","","","2008"
"3248",3249,"Texas","TX","06","H8TX06134","","Steve","Bush","Bush, Steve","","D","31,959","49.18%","","","","","","","","","","2008"
"3250",3251,"Texas","TX","06","H8TX06159","","Max W., III","Koch","Koch, Max W., III","","LBT","C","","","","6,655","2.37%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3252",3253,"Texas","TX","07","H0TX07055","(I)","John","Culberson","Culberson, John","","R","44,477","100.00%","","","162,635","55.90%","","","","","","2008"
"3254",3255,"Texas","TX","07","H8TX07074","","Michael","Skelly","Skelly, Michael","","D","55,771","100.00%","","","123,242","42.36%","","","","","","2008"
"3256",3257,"Texas","TX","07","H8TX07066","","Drew","Parks","Parks, Drew","","LBT","C","G","","","5,057","1.74%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3258",3259,"Texas","TX","08","H6TX08100","(I)","Kevin","Brady","Brady, Kevin","","R","51,011","100.00%","","","207,128","72.56%","","","","","","2008"
"3260",3261,"Texas","TX","08","H8TX08056","","Kent","Hargett","Hargett, Kent","","D","55,817","100.00%","","","70,758","24.79%","","","","","","2008"
"3262",3263,"Texas","TX","08","H8TX08064","","Brian","Stevens","Stevens, Brian","","LBT","C","","","","7,565","2.65%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3264",3265,"Texas","TX","09","H4TX09095","(I)","Al","Green","Green, Al","","D","73,657","100.00%","","","143,868","93.65%","","","","","","2008"
"3266",3267,"Texas","TX","09","H8TX09112","","Brad","Walters","Walters, Brad","","LBT","C","","","","9,760","6.35%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3268",3269,"Texas","TX","10","H4TX10093","(I)","Michael T.","McCaul","McCaul, Michael T.","","R","44,214","100.00%","","","179,493","53.89%","","","","","","2008"
"3270",3271,"Texas","TX","10","H8TX10052","","Larry Joe","Doherty","Doherty, Larry Joe","","D","51,977","61.11%","","","143,719","43.15%","","","","","","2008"
"3271",3272,"Texas","TX","10","H8TX10060","","Dan","Grant","Grant, Dan","","D","33,072","38.89%","","","","","","","","","","2008"
"3273",3274,"Texas","TX","10","H8TX10078","","Matt","Finkel","Finkel, Matt","","LBT","C","","","","9,871","2.96%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3275",3276,"Texas","TX","11","H4TX19136","(I)","Mike","Conaway","Conaway, Mike","","R","61,409","100.00%","","","189,625","88.33%","","","","","","2008"
"3277",3278,"Texas","TX","11","H8TX11084","","John R.","Strohm","Strohm, John R.","","LBT","C","","","","25,051","11.67%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3279",3280,"Texas","TX","12","H6TX12060","(I)","Kay","Granger","Granger, Kay","","R","49,374","100.00%","","","181,662","67.59%","","","","","","2008"
"3281",3282,"Texas","TX","12","H8TX12058","","Tracey","Smith","Smith, Tracey","","D","48,975","100.00%","","","82,250","30.60%","","","","","","2008"
"3283",3284,"Texas","TX","12","H8TX12066","","Shiloh Sidney","Shambaugh","Shambaugh, Shiloh Sidney","","LBT","C","","","","4,842","1.80%","","","","","* The Libertarian Party nominated by convention on March 15, 2008, for Congressional Districts 7, 16, 18, 20, 29, 30 and 32, and by convention on March 22, 2008, for all other Congressional Districts.  Convention nominees are noted with an asterisk.","2008"
"3285",3286,"Texas","TX","13","H4TX13014","(I)","Mac","Thornberry","Thornberry, Mac","","R","56,807","100.00%","","","180,078","77.65%","","","","","","2008"
"3287",3288,"Texas","TX","13","H6TX13100","","Roger James","Waun","Waun, Roger James","","D","35,649","100.00%","","","51,841","22.35%","","","","","","2008"
"3290",3291,"Texas","TX","14","H6TX22101","(I)","Ron","Paul","Paul, Ron","","R","37,777","70.43%","","","191,293","100.00%","","","","","","2008"
"3291",3292,"Texas","TX","14","H8TX14112","","W. Chris","Peden","Peden, W. Chris","","R","15,859","29.57%","","","","","","","","","","2008"
"3294",3295,"Texas","TX","15","H6TX15055","(I)","Rubén","Hinojosa","Hinojosa, Rubén","","D","77,227","100.00%","","","107,578","65.71%","","","","","","2008"
"3296",3297,"Texas","TX","15","H6TX15113","","Eddie","Zamora","Zamora, Eddie","","R","8,370","100.00%","","","52,303","31.95%","","","","","","2008"
"3298",3299,"Texas","TX","15","H8TX15044","","Gricha","Raether","Raether, Gricha","","LBT","C","","","","3,827","2.34%","","","","","","2008"
"3300",3301,"Texas","TX","16","H6TX00115","(I)","Silvestre","Reyes","Reyes, Silvestre","","D","75,058","80.42%","","","130,375","82.14%","","","","","","2008"
"3301",3302,"Texas","TX","16","H2TX18041","","Jorge","Artalejo","Artalejo, Jorge","","D","18,274","19.58%","","","","","","","","","","2008"
"3303",3304,"Texas","TX","16","H6TX16111","","Benjamin Eloy ""Ben""","Mendoza","Mendoza, Benjamin Eloy ""Ben""","","I","n/a","","","","16,348","10.30%","","","","","","2008"
"3304",3305,"Texas","TX","16","H8TX16067","","Mette A.","Baker","Baker, Mette A.","","LBT","C","","","","12,000","7.56%","","","","","","2008"
"3306",3307,"Texas","TX","17","H8TX06035","(I)","Chet","Edwards","Edwards, Chet","","D","60,557","100.00%","","","134,592","52.98%","","","","","","2008"
"3308",3309,"Texas","TX","17","H8TX17107","","Rob","Curnock","Curnock, Rob","","R","44,448","100.00%","","","115,581","45.50%","","","","","","2008"
"3310",3311,"Texas","TX","17","H6TX12128","","Gardner C.","Osborne","Osborne, Gardner C.","","LBT","C","","","","3,849","1.52%","","","","","","2008"
"3312",3313,"Texas","TX","18","H4TX18054","(I)","Sheila Jackson","Lee","Lee, Sheila Jackson","","D","78,161","100.00%","","","148,617","77.32%","","","","","","2008"
"3314",3315,"Texas","TX","18","H8TX18139","","John","Faulk","Faulk, John","","R","5,638","78.56%","","","39,095","20.34%","","","","","","2008"
"3315",3316,"Texas","TX","18","H8TX18147","","T.J.","Baker Holm","Baker Holm, T.J.","","R","1,539","21.44%","","","","","","","","","","2008"
"3317",3318,"Texas","TX","18","H8TX18154","","Mike","Taylor","Taylor, Mike","","LBT","C","","","","4,486","2.33%","","","","","","2008"
"3319",3320,"Texas","TX","19","H4TX19102","(I)","Randy","Neugebauer","Neugebauer, Randy","","R","54,099","100.00%","","","168,501","72.44%","","","","","","2008"
"3321",3322,"Texas","TX","19","H8TX19087","","Dwight","Fullingim","Fullingim, Dwight","","D","26,966","61.63%","","","58,030","24.95%","","","","","","2008"
"3322",3323,"Texas","TX","19","H8TX19095","","Rufus","Mark","Mark, Rufus","","D","16,786","38.37%","","","","","","","","","","2008"
"3324",3325,"Texas","TX","19","H4TX19235","","Richard ""Chip""","Peterson","Peterson, Richard ""Chip""","","LBT","C","","","","6,080","2.61%","","","","","","2008"
"3326",3327,"Texas","TX","20","H8TX20077","(I)","Charles A.","Gonzalez","Gonzalez, Charles A.","","D","52,245","100.00%","","","127,298","71.90%","","","","","","2008"
"3328",3329,"Texas","TX","20","H8TX20135","","Robert","Litoff","Litoff, Robert","","R","10,409","100.00%","","","44,585","25.18%","","","","","","2008"
"3330",3331,"Texas","TX","20","H8TX28039","","Michael","Idrogo","Idrogo, Michael","","LBT","C","G","","","5,172","2.92%","","","","","","2008"
"3332",3333,"Texas","TX","21","H6TX21012","(I)","Lamar","Smith","Smith, Lamar","","R","64,350","100.00%","","","243,471","80.00%","","","","","","2008"
"3333",3334,"Texas","TX","21","H6TX21178","","James Arthur","Strohm","Strohm, James Arthur","","LBT","C","G","","","60,879","20.00%","","","","","","2008"
"3336",3337,"Texas","TX","22","H8TX22107","","Pete","Olson","Olson, Pete","","R","11,634","20.71%","15,511","68.52%","161,996","52.43%","","","","","","2008"
"3337",3338,"Texas","TX","22","H6TX22184","","Shelley","Sekula Gibbs","Sekula Gibbs, Shelley","","R","16,697","29.73%","7,125","31.48%","","","","","","","","2008"
"3338",3339,"Texas","TX","22","H8TX22131","","John","Manlove","Manlove, John","","R","8,399","14.95%","","","","","","","","","","2008"
"3339",3340,"Texas","TX","22","H6TX22200","","Robert","Talton","Talton, Robert","","R","8,169","14.54%","","","","","","","","","","2008"
"3340",3341,"Texas","TX","22","H8TX22123","","Dean","Hrbacek","Hrbacek, Dean","","R","5,864","10.44%","","","","","","","","","","2008"
"3341",3342,"Texas","TX","22","H8TX22172","","Cynthia","Dunbar","Dunbar, Cynthia","","R","2,116","3.77%","","","","","","","","","","2008"
"3342",3343,"Texas","TX","22","H8TX22156","","Brian","Klock","Klock, Brian","","R","992","1.77%","","","","","","","","","","2008"
"3343",3344,"Texas","TX","22","H8TX22115","","Jim","Squier","Squier, Jim","","R","989","1.76%","","","","","","","","","","2008"
"3344",3345,"Texas","TX","22","H8TX22164","","Kevyn","Bazzy","Bazzy, Kevyn","","R","880","1.57%","","","","","","","","","","2008"
"3345",3346,"Texas","TX","22","H8TX22149","","Ryan","Rowley","Rowley, Ryan","","R","424","0.75%","","","","","","","","","","2008"
"3347",3348,"Texas","TX","22","H6TX09033","(I)","Nick","Lampson","Lampson, Nick","","D","73,831","100.00%","","","140,160","45.36%","","","","","","2008"
"3349",3350,"Texas","TX","22","H8TX22180","","John","Wieder","Wieder, John","","LBT","C","G","","","6,839","2.21%","","","","","","2008"
"3351",3352,"Texas","TX","23","H8TX28013","(I)","Ciro D.","Rodriguez","Rodriguez, Ciro D.","","D","71,716","100.00%","","","134,090","55.76%","","","","","","2008"
"3353",3354,"Texas","TX","23","H8TX23097","","Lyle","Larson","Larson, Lyle","","R","18,681","61.55%","","","100,799","41.92%","","","","","","2008"
"3354",3355,"Texas","TX","23","H4TX28046","","Quico","Conseco","Conseco, Quico","","R","11,671","38.45%","","","","","","","","","","2008"
"3356",3357,"Texas","TX","23","H8TX23105","","Lani","Connolly","Connolly, Lani","","LBT","C","G","","","5,581","2.32%","","","","","","2008"
"3358",3359,"Texas","TX","24","H4TX24094","(I)","Kenny E.","Marchant","Marchant, Kenny E.","","R","30,378","100.00%","","","151,434","55.98%","","","","","","2008"
"3360",3361,"Texas","TX","24","H8TX24087","","Tom","Love","Love, Tom","","D","49,166","100.00%","","","111,089","41.07%","","","","","","2008"
"3362",3363,"Texas","TX","24","H8TX24095","","David A.","Casey","Casey, David A.","","LBT","C","G","","","7,972","2.95%","","","","","","2008"
"3364",3365,"Texas","TX","25","H4TX10028","(I)","Lloyd","Doggett","Doggett, Lloyd","","D","110,108","100.00%","","","191,755","65.83%","","","","","","2008"
"3366",3367,"Texas","TX","25","H8TX25084","","George L.","Morovich","Morovich, George L.","","R","23,213","100.00%","","","88,693","30.45%","","","","","","2008"
"3368",3369,"Texas","TX","25","H8TX25100","","Jim","Stutsman","Stutsman, Jim","","LBT","C","G","","","10,848","3.72%","","","","","","2008"
"3369",3370,"Texas","TX","25","H8TX25092","","Lorraine","DeNardis","DeNardis, Lorraine","","LBT","C","","","","","","","","","","","2008"
"3371",3372,"Texas","TX","26","H2TX26093","(I)","Michael C.","Burgess","Burgess, Michael C.","","R","41,328","100.00%","","","195,181","60.17%","","","","","","2008"
"3373",3374,"Texas","TX","26","H8TX26058","","Ken","Leach","Leach, Ken","","D","54,417","100.00%","","","118,167","36.43%","","","","","","2008"
"3375",3376,"Texas","TX","26","H8TX26066","","Stephanie B.","Weiss","Weiss, Stephanie B.","","LBT","C","G","","","11,028","3.40%","","","","","","2008"
"3377",3378,"Texas","TX","27","H2TX27026","(I)","Solomon P.","Ortiz","Ortiz, Solomon P.","","D","77,513","100.00%","","","104,864","57.95%","","","","","","2008"
"3379",3380,"Texas","TX","27","H4TX27030","","William Willie","Vaden","Vaden, William Willie","","R","9,292","56.22%","","","69,458","38.38%","","","","","","2008"
"3380",3381,"Texas","TX","27","H8TX27023","","George","Benavides","Benavides, George","","R","7,236","43.78%","","","","","","","","","","2008"
"3382",3383,"Texas","TX","27","H6TX27050","","Robert E.","Powell","Powell, Robert E.","","LBT","C","G","","","6,629","3.66%","","","","","","2008"
"3384",3385,"Texas","TX","28","H2TX23082","(I)","Henry","Cuellar","Cuellar, Henry","","D","84,819","100.00%","","","123,494","68.71%","","","","","","2008"
"3386",3387,"Texas","TX","28","H8TX28195","","Jim","Fish","Fish, Jim","","R","14,073","100.00%","","","52,524","29.22%","","","","","","2008"
"3388",3389,"Texas","TX","28","H8TX28203","","Ross Lynn","Leone","Leone, Ross Lynn","","LBT","C","G","","","3,722","2.07%","","","","","","2008"
"3390",3391,"Texas","TX","29","H2TX29030","(I)","Gene","Green","Green, Gene","","D","42,222","100.00%","","","79,718","74.65%","","","","","","2008"
